question_id,question_text,option_A,option_B,option_C,option_D,correct_answer,section,category,difficulty,language
Q_0124,"Under Section 184, driving a vehicle at a speed of 83 km/h in a Expressways speed limit zone of 60 km/h is:",Subject only to verbal warnings,Permitted under emergency situations,An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,C,Section 184,rules,easy,en
Q_0125,"Under Section 129, driving a vehicle at a speed of 111 km/h in a Urban Roads speed limit zone of 80 km/h is:",Permitted under emergency situations,Subject only to verbal warnings,Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,D,Section 129,rules,hard,en
Q_0126,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,A,Section 180,signals,hard,en
Q_0127,"Under Section 134A, driving a vehicle at a speed of 121 km/h in a Ghat Roads speed limit zone of 80 km/h is:",An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Perfectly fine for private passenger cars,Permitted under emergency situations,A,Section 134A,rules,medium,en
Q_0128,What is the regulatory action required under Section 119 for the 'Straight Prohibited' sign?,Applies only during night time,Applies only to heavy transport vehicles,It is only a recommendation,Strict compliance is mandatory,D,Section 5,signs,easy,en
Q_0129,"Under Section 5, driving a vehicle at a speed of 93 km/h in a State Highways speed limit zone of 60 km/h is:",Subject only to verbal warnings,Permitted under emergency situations,An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,C,Section 5,rules,hard,en
Q_0130,"AIIMS Trauma care protocols state that while moving an accident victim with suspected spinal column trauma, you must:",Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,D,Section 194,first_aid,medium,en
Q_0131,"Under Section 3, driving a vehicle at a speed of 83 km/h in a Urban Roads speed limit zone of 50 km/h is:",An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,Subject only to verbal warnings,Permitted under emergency situations,A,Section 3,rules,medium,en
Q_0132,"While driving on Urban Roads, what is the standard right of way rules for stopping on a slope?",Yield to the traffic coming from the right/main carriage,Honk and claim priority,Wait for signal from oncoming transport,Proceed with highest speed to clear early,A,Section 190(2),rules,easy,en
Q_0133,"While driving on Urban Roads, what is the standard right of way rules for roundabout entry?",Honk and claim priority,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Wait for signal from oncoming transport,B,Section 184,rules,easy,en
Q_0134,What does the traffic sign 'Stop' represent?,Warning of 'Stop' ahead,Mandatory 'Stop' restriction,Exemption from 'Stop' rules,Information about 'Stop' lane,B,Section 177,signs,hard,en
Q_0135,"AIIMS Trauma care protocols state that while moving an accident victim with suspected bone fractures, you must:",Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,C,Section 56,first_aid,hard,en
Q_0136,What is the legal consequence under Section 4 for permitting an unlicensed driver to operate your transport auto?,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,Subject only to vehicle fitness checking,B,Section 4,rules,hard,en
Q_0137,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,A,Section 134A,signals,easy,en
Q_0138,"While driving on Ghat Roads, what is the standard right of way rules for stopping on a slope?",Honk and claim priority,Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,C,Section 119,rules,medium,en
Q_0139,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Stop and dispute with the officer,Follow the police officer's hand signal,D,Section 3,signals,hard,en
Q_0140,"Under Section 56, driving a vehicle at a speed of 75 km/h in a National Highways speed limit zone of 60 km/h is:",Perfectly fine for private passenger cars,Subject only to verbal warnings,An overspeeding offense carrying a heavy fine,Permitted under emergency situations,C,Section 56,rules,hard,en
Q_0141,"Under Section 184, driving a vehicle at a speed of 77 km/h in a Urban Roads speed limit zone of 50 km/h is:",An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,Subject only to verbal warnings,Permitted under emergency situations,A,Section 184,rules,easy,en
Q_0142,"AIIMS Trauma care protocols state that while moving an accident victim with suspected spinal column trauma, you must:",Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,D,Section 180,first_aid,medium,en
Q_0143,What is the legal consequence under Section 185 for permitting an unlicensed driver to operate your motorcycle?,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",Subject only to vehicle fitness checking,A minor warning fine of ₹500,B,Section 185,rules,hard,en
Q_0144,"Under Section 134A, driving a vehicle at a speed of 105 km/h in a Ghat Roads speed limit zone of 80 km/h is:",An overspeeding offense carrying a heavy fine,Permitted under emergency situations,Subject only to verbal warnings,Perfectly fine for private passenger cars,A,Section 134A,rules,easy,en
Q_0145,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,A,Section 180,signals,hard,en
Q_0146,"While driving on State Highways, what is the standard right of way rules for stopping on a slope?",Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Honk and claim priority,B,Section 190(2),rules,medium,en
Q_0147,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,C,Section 194A,first_aid,medium,en
Q_0148,What is the legal consequence under Section 5 for permitting an unlicensed driver to operate your heavy truck?,Subject only to vehicle fitness checking,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,C,Section 5,rules,hard,en
Q_0149,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,B,Section 134A,signals,hard,en
Q_0150,What is the legal consequence under Section 5 for permitting an unlicensed driver to operate your motorcycle?,Subject only to vehicle fitness checking,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,No penalty if owner is riding with them,B,Section 5,rules,easy,en
Q_0151,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Stop completely before the stop line,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,A,Section 4,signals,medium,en
Q_0152,"AIIMS Trauma care protocols state that while moving an accident victim with suspected bone fractures, you must:",Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,A,Section 190(2),first_aid,hard,en
Q_0153,"While driving on National Highways, what is the standard right of way rules for stopping on a slope?",Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Honk and claim priority,Wait for signal from oncoming transport,A,Section 134,rules,hard,en
